nazione,anno,classificazione_settore,variazione_settore_annua
NL,2021,"Travel agency, tour operator and other reservation service and related activities",-25.1
NL,2022,"Travel agency, tour operator and other reservation service and related activities",29.6
NL,2023,"Travel agency, tour operator and other reservation service and related activities",10.4
NL,2024,"Travel agency, tour operator and other reservation service and related activities",4.4
NL,2015,Warehousing and support activities for transportation,2.5
NL,2016,Warehousing and support activities for transportation,5.0
NL,2017,Warehousing and support activities for transportation,3.1
NL,2018,Warehousing and support activities for transportation,6.7
NL,2019,Warehousing and support activities for transportation,4.4
NL,2020,Warehousing and support activities for transportation,-1.4
NL,2021,Warehousing and support activities for transportation,6.2
NL,2022,Warehousing and support activities for transportation,5.2
NL,2023,Warehousing and support activities for transportation,3.5
NL,2024,Warehousing and support activities for transportation,1.0
NL,2015,"Water collection, treatment and supply",-0.4
NL,2016,"Water collection, treatment and supply",0.6
NL,2017,"Water collection, treatment and supply",-0.4
NL,2018,"Water collection, treatment and supply",-1.7
NL,2019,"Water collection, treatment and supply",0.7
NL,2020,"Water collection, treatment and supply",1.8
NL,2021,"Water collection, treatment and supply",4.2
NL,2022,"Water collection, treatment and supply",2.3
NL,2023,"Water collection, treatment and supply",4.3
NL,2024,"Water collection, treatment and supply",5.3
NL,2015,"Water supply; sewerage, waste management and remediation activities",-0.9
NL,2016,"Water supply; sewerage, waste management and remediation activities",0.9
NL,2017,"Water supply; sewerage, waste management and remediation activities",3.8
NL,2018,"Water supply; sewerage, waste management and remediation activities",4.1
NL,2019,"Water supply; sewerage, waste management and remediation activities",1.0
NL,2020,"Water supply; sewerage, waste management and remediation activities",-0.6
NL,2021,"Water supply; sewerage, waste management and remediation activities",4.1
NL,2022,"Water supply; sewerage, waste management and remediation activities",0.7
NL,2023,"Water supply; sewerage, waste management and remediation activities",1.3
NL,2024,"Water supply; sewerage, waste management and remediation activities",2.0
NL,2015,Water transport,-1.8
NL,2016,Water transport,0.6
NL,2017,Water transport,0.4
NL,2018,Water transport,-1.4
NL,2019,Water transport,0.4
NL,2020,Water transport,-10.3
NL,2021,Water transport,5.6
NL,2022,Water transport,3.5
NL,2023,Water transport,0.6
NL,2024,Water transport,0.1
NL,2015,Wholesale and retail trade and repair of motor vehicles and motorcycles,-0.1
NL,2016,Wholesale and retail trade and repair of motor vehicles and motorcycles,2.5
NL,2017,Wholesale and retail trade and repair of motor vehicles and motorcycles,1.8
NL,2018,Wholesale and retail trade and repair of motor vehicles and motorcycles,2.0
NL,2019,Wholesale and retail trade and repair of motor vehicles and motorcycles,1.6
NL,2020,Wholesale and retail trade and repair of motor vehicles and motorcycles,-6.9
NL,2021,Wholesale and retail trade and repair of motor vehicles and motorcycles,2.6
NL,2022,Wholesale and retail trade and repair of motor vehicles and motorcycles,0.8
NL,2023,Wholesale and retail trade and repair of motor vehicles and motorcycles,2.0
NL,2024,Wholesale and retail trade and repair of motor vehicles and motorcycles,3.7
NL,2015,"Wholesale and retail trade, transport, accommodation and food service activities",1.0
NL,2016,"Wholesale and retail trade, transport, accommodation and food service activities",2.6
NL,2017,"Wholesale and retail trade, transport, accommodation and food service activities",1.8
NL,2018,"Wholesale and retail trade, transport, accommodation and food service activities",2.6
NL,2019,"Wholesale and retail trade, transport, accommodation and food service activities",2.3
NL,2020,"Wholesale and retail trade, transport, accommodation and food service activities",-8.7
NL,2021,"Wholesale and retail trade, transport, accommodation and food service activities",3.8
NL,2022,"Wholesale and retail trade, transport, accommodation and food service activities",6.9
NL,2023,"Wholesale and retail trade, transport, accommodation and food service activities",1.1
NL,2024,"Wholesale and retail trade, transport, accommodation and food service activities",0.9
NL,2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.7
NL,2016,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.0
NL,2017,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.4
NL,2018,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.8
NL,2019,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.8
NL,2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,-3.7
NL,2021,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.1
NL,2022,Wholesale and retail trade; repair of motor vehicles and motorcycles,3.5
NL,2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.4
NL,2024,Wholesale and retail trade; repair of motor vehicles and motorcycles,0.7
NL,2015,"Wholesale trade, except of motor vehicles and motorcycles",0.1
NL,2016,"Wholesale trade, except of motor vehicles and motorcycles",2.8
NL,2017,"Wholesale trade, except of motor vehicles and motorcycles",1.1
NL,2018,"Wholesale trade, except of motor vehicles and motorcycles",1.8
NL,2019,"Wholesale trade, except of motor vehicles and motorcycles",2.5
NL,2020,"Wholesale trade, except of motor vehicles and motorcycles",-2.3
NL,2021,"Wholesale trade, except of motor vehicles and motorcycles",2.6
NL,2022,"Wholesale trade, except of motor vehicles and motorcycles",1.9
NL,2023,"Wholesale trade, except of motor vehicles and motorcycles",-0.1
NL,2024,"Wholesale trade, except of motor vehicles and motorcycles",0.8
NO,2015,Accommodation and food service activities,3.5
NO,2016,Accommodation and food service activities,2.5
NO,2017,Accommodation and food service activities,3.8
NO,2018,Accommodation and food service activities,1.6
NO,2019,Accommodation and food service activities,1.3
NO,2020,Accommodation and food service activities,-17.7
NO,2021,Accommodation and food service activities,1.4
NO,2022,Accommodation and food service activities,25.2
NO,2023,Accommodation and food service activities,0.2
NO,2024,Accommodation and food service activities,-2.6
NO,2015,Activities auxiliary to financial services and insurance activities,-1.3
NO,2016,Activities auxiliary to financial services and insurance activities,3.4
NO,2017,Activities auxiliary to financial services and insurance activities,-3.8
NO,2018,Activities auxiliary to financial services and insurance activities,-0.8
NO,2019,Activities auxiliary to financial services and insurance activities,2.9
NO,2020,Activities auxiliary to financial services and insurance activities,7.5
NO,2021,Activities auxiliary to financial services and insurance activities,7.3
NO,2022,Activities auxiliary to financial services and insurance activities,1.7
NO,2015,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-0.4
NO,2016,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-2.8
NO,2017,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9.0
NO,2018,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1.5
NO,2019,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1.3
NO,2020,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-9.0
NO,2021,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-3.9
NO,2022,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-4.6
NO,2023,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-5.8
NO,2024,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-7.1
NO,2015,Activities of membership organisations,-2.7
NO,2016,Activities of membership organisations,4.1
NO,2017,Activities of membership organisations,1.6
NO,2018,Activities of membership organisations,7.0
NO,2019,Activities of membership organisations,-3.4
NO,2020,Activities of membership organisations,-0.1
NO,2021,Activities of membership organisations,3.4
NO,2022,Activities of membership organisations,2.6
NO,2015,Administrative and support service activities,-2.7
NO,2016,Administrative and support service activities,-0.3
NO,2017,Administrative and support service activities,4.2
NO,2018,Administrative and support service activities,6.8
NO,2019,Administrative and support service activities,3.0
NO,2020,Administrative and support service activities,-10.8
NO,2021,Administrative and support service activities,1.4
NO,2022,Administrative and support service activities,7.6
NO,2023,Administrative and support service activities,-4.1
NO,2024,Administrative and support service activities,-1.5
NO,2015,Advertising and market research,3.1
NO,2016,Advertising and market research,-1.0
NO,2017,Advertising and market research,-0.9
NO,2018,Advertising and market research,4.1
NO,2019,Advertising and market research,0.2
NO,2020,Advertising and market research,-10.3
NO,2021,Advertising and market research,4.7
NO,2022,Advertising and market research,10.9
NO,2015,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",2.3
NO,2016,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",0.3
